model	score_type	score_value	proteinA	proteinB	swarm	cluster_id	cluster_pop	source
lightdock	luciferin_score	12.86995	2UUY_rec	2UUY_lig	swarm_51	10.0	4.0	
lightdock	luciferin_score	12.85544	2UUY_rec	2UUY_lig	swarm_51	11.0	1.0	
lightdock	luciferin_score	12.76969	2UUY_rec	2UUY_lig	swarm_51	12.0	8.0	
lightdock	luciferin_score	12.05529	2UUY_rec	2UUY_lig	swarm_51	13.0	5.0	
lightdock	luciferin_score	11.95456	2UUY_rec	2UUY_lig	swarm_51	14.0	3.0	
lightdock	luciferin_score	11.64675	2UUY_rec	2UUY_lig	swarm_51	15.0	3.0	
lightdock	luciferin_score	11.57614	2UUY_rec	2UUY_lig	swarm_51	16.0	2.0	
lightdock	luciferin_score	11.37233	2UUY_rec	2UUY_lig	swarm_51	17.0	5.0	
lightdock	luciferin_score	11.17405	2UUY_rec	2UUY_lig	swarm_51	18.0	5.0	
lightdock	luciferin_score	11.16596	2UUY_rec	2UUY_lig	swarm_51	19.0	3.0	
lightdock	luciferin_score	11.13051	2UUY_rec	2UUY_lig	swarm_51	20.0	4.0	
lightdock	luciferin_score	10.62414	2UUY_rec	2UUY_lig	swarm_51	21.0	2.0	
lightdock	luciferin_score	10.60704	2UUY_rec	2UUY_lig	swarm_51	22.0	4.0	
lightdock	luciferin_score	10.56557	2UUY_rec	2UUY_lig	swarm_51	23.0	1.0	
lightdock	luciferin_score	9.81051	2UUY_rec	2UUY_lig	swarm_51	24.0	6.0	
lightdock	luciferin_score	9.65665	2UUY_rec	2UUY_lig	swarm_51	25.0	1.0	
lightdock	luciferin_score	9.31647	2UUY_rec	2UUY_lig	swarm_51	26.0	1.0	
lightdock	luciferin_score	9.1139	2UUY_rec	2UUY_lig	swarm_51	27.0	3.0	
lightdock	luciferin_score	8.94365	2UUY_rec	2UUY_lig	swarm_51	28.0	3.0	
lightdock	luciferin_score	8.55749	2UUY_rec	2UUY_lig	swarm_51	29.0	2.0	
lightdock	luciferin_score	8.29027	2UUY_rec	2UUY_lig	swarm_51	30.0	1.0	
lightdock	luciferin_score	8.14944	2UUY_rec	2UUY_lig	swarm_51	31.0	2.0	
lightdock	luciferin_score	7.94463	2UUY_rec	2UUY_lig	swarm_51	32.0	1.0	
lightdock	luciferin_score	7.731	2UUY_rec	2UUY_lig	swarm_51	33.0	2.0	
lightdock	luciferin_score	6.79654	2UUY_rec	2UUY_lig	swarm_51	34.0	12.0	
lightdock	luciferin_score	5.32425	2UUY_rec	2UUY_lig	swarm_51	35.0	1.0	
lightdock	luciferin_score	5.1356	2UUY_rec	2UUY_lig	swarm_51	36.0	1.0	
lightdock	luciferin_score	4.11489	2UUY_rec	2UUY_lig	swarm_51	37.0	1.0	
lightdock	luciferin_score	3.07751	2UUY_rec	2UUY_lig	swarm_51	38.0	1.0	
lightdock	luciferin_score	2.95595	2UUY_rec	2UUY_lig	swarm_51	39.0	2.0	
lightdock	luciferin_score	2.70391	2UUY_rec	2UUY_lig	swarm_51	40.0	2.0	
lightdock	luciferin_score	1.92939	2UUY_rec	2UUY_lig	swarm_51	41.0	1.0	
lightdock	luciferin_score	0.68856	2UUY_rec	2UUY_lig	swarm_51	42.0	1.0	
lightdock	luciferin_score	-0.43783	2UUY_rec	2UUY_lig	swarm_51	43.0	1.0	
lightdock	luciferin_score	-0.9415	2UUY_rec	2UUY_lig	swarm_51	44.0	3.0	
lightdock	luciferin_score	-1.97199	2UUY_rec	2UUY_lig	swarm_51	45.0	2.0	
lightdock	luciferin_score	-2.01808	2UUY_rec	2UUY_lig	swarm_51	46.0	9.0	
lightdock	luciferin_score	-5.34791	2UUY_rec	2UUY_lig	swarm_51	47.0	2.0	
lightdock	luciferin_score	-6.49057	2UUY_rec	2UUY_lig	swarm_51	48.0	1.0	
lightdock	luciferin_score	-10.22533	2UUY_rec	2UUY_lig	swarm_51	49.0	1.0	
lightdock	luciferin_score	-14.06304	2UUY_rec	2UUY_lig	swarm_51	50.0	4.0	
lightdock	luciferin_score	-16.47266	2UUY_rec	2UUY_lig	swarm_51	51.0	1.0	
lightdock	luciferin_score	-31.22991	2UUY_rec	2UUY_lig	swarm_51	52.0	1.0	
lightdock	luciferin_score	-32.12679	2UUY_rec	2UUY_lig	swarm_51	53.0	1.0	
lightdock	luciferin_score	-32.2454	2UUY_rec	2UUY_lig	swarm_51	54.0	2.0	
lightdock	luciferin_score	-34.26372	2UUY_rec	2UUY_lig	swarm_51	55.0	1.0	
lightdock	luciferin_score	-34.88144	2UUY_rec	2UUY_lig	swarm_51	56.0	3.0	
lightdock	luciferin_score	-37.54903	2UUY_rec	2UUY_lig	swarm_51	57.0	2.0	
lightdock	luciferin_score	-44.08987	2UUY_rec	2UUY_lig	swarm_51	58.0	3.0	
lightdock	luciferin_score	-44.18009	2UUY_rec	2UUY_lig	swarm_51	59.0	1.0	
lightdock	luciferin_score	-58.73874	2UUY_rec	2UUY_lig	swarm_51	60.0	1.0	
lightdock	luciferin_score	-61.72842	2UUY_rec	2UUY_lig	swarm_51	61.0	1.0	
lightdock	luciferin_score	-72.80024	2UUY_rec	2UUY_lig	swarm_51	62.0	1.0	
lightdock	luciferin_score	-94.8016	2UUY_rec	2UUY_lig	swarm_51	63.0	1.0	
lightdock	luciferin_score	16.70681	2UUY_rec	2UUY_lig	swarm_52	0.0	13.0	
lightdock	luciferin_score	16.15936	2UUY_rec	2UUY_lig	swarm_52	1.0	7.0	
lightdock	luciferin_score	15.10144	2UUY_rec	2UUY_lig	swarm_52	2.0	2.0	
lightdock	luciferin_score	14.36376	2UUY_rec	2UUY_lig	swarm_52	3.0	1.0	
lightdock	luciferin_score	13.86129	2UUY_rec	2UUY_lig	swarm_52	4.0	8.0	
lightdock	luciferin_score	13.79522	2UUY_rec	2UUY_lig	swarm_52	5.0	2.0	
lightdock	luciferin_score	13.7444	2UUY_rec	2UUY_lig	swarm_52	6.0	6.0	
lightdock	luciferin_score	13.404	2UUY_rec	2UUY_lig	swarm_52	7.0	6.0	
lightdock	luciferin_score	13.35243	2UUY_rec	2UUY_lig	swarm_52	8.0	3.0	
lightdock	luciferin_score	13.17834	2UUY_rec	2UUY_lig	swarm_52	9.0	5.0	
lightdock	luciferin_score	13.07604	2UUY_rec	2UUY_lig	swarm_52	10.0	3.0	
lightdock	luciferin_score	12.79199	2UUY_rec	2UUY_lig	swarm_52	11.0	3.0	
lightdock	luciferin_score	12.67794	2UUY_rec	2UUY_lig	swarm_52	12.0	7.0	
lightdock	luciferin_score	12.35064	2UUY_rec	2UUY_lig	swarm_52	13.0	4.0	
lightdock	luciferin_score	12.08438	2UUY_rec	2UUY_lig	swarm_52	14.0	3.0	
lightdock	luciferin_score	12.05524	2UUY_rec	2UUY_lig	swarm_52	15.0	6.0	
lightdock	luciferin_score	11.97849	2UUY_rec	2UUY_lig	swarm_52	16.0	2.0	
lightdock	luciferin_score	11.85312	2UUY_rec	2UUY_lig	swarm_52	17.0	3.0	
lightdock	luciferin_score	11.7481	2UUY_rec	2UUY_lig	swarm_52	18.0	4.0	
lightdock	luciferin_score	11.54161	2UUY_rec	2UUY_lig	swarm_52	19.0	4.0	
lightdock	luciferin_score	11.2907	2UUY_rec	2UUY_lig	swarm_52	20.0	3.0	
lightdock	luciferin_score	11.01984	2UUY_rec	2UUY_lig	swarm_52	21.0	2.0	
lightdock	luciferin_score	10.84961	2UUY_rec	2UUY_lig	swarm_52	22.0	1.0	
lightdock	luciferin_score	10.70824	2UUY_rec	2UUY_lig	swarm_52	23.0	3.0	
lightdock	luciferin_score	10.68162	2UUY_rec	2UUY_lig	swarm_52	24.0	2.0	
lightdock	luciferin_score	10.62933	2UUY_rec	2UUY_lig	swarm_52	25.0	1.0	
lightdock	luciferin_score	10.36974	2UUY_rec	2UUY_lig	swarm_52	26.0	4.0	
lightdock	luciferin_score	10.29643	2UUY_rec	2UUY_lig	swarm_52	27.0	4.0	
lightdock	luciferin_score	9.92862	2UUY_rec	2UUY_lig	swarm_52	28.0	3.0	
lightdock	luciferin_score	9.88801	2UUY_rec	2UUY_lig	swarm_52	29.0	1.0	
lightdock	luciferin_score	9.79573	2UUY_rec	2UUY_lig	swarm_52	30.0	1.0	
lightdock	luciferin_score	9.62648	2UUY_rec	2UUY_lig	swarm_52	31.0	5.0	
lightdock	luciferin_score	9.39719	2UUY_rec	2UUY_lig	swarm_52	32.0	4.0	
lightdock	luciferin_score	9.37468	2UUY_rec	2UUY_lig	swarm_52	33.0	2.0	
lightdock	luciferin_score	9.07918	2UUY_rec	2UUY_lig	swarm_52	34.0	1.0	
lightdock	luciferin_score	8.1651	2UUY_rec	2UUY_lig	swarm_52	35.0	2.0	
lightdock	luciferin_score	8.15411	2UUY_rec	2UUY_lig	swarm_52	36.0	4.0	
lightdock	luciferin_score	7.93204	2UUY_rec	2UUY_lig	swarm_52	37.0	1.0	
lightdock	luciferin_score	7.84278	2UUY_rec	2UUY_lig	swarm_52	38.0	4.0	
lightdock	luciferin_score	7.63641	2UUY_rec	2UUY_lig	swarm_52	39.0	1.0	
lightdock	luciferin_score	6.73189	2UUY_rec	2UUY_lig	swarm_52	40.0	1.0	
lightdock	luciferin_score	6.53582	2UUY_rec	2UUY_lig	swarm_52	41.0	2.0	
lightdock	luciferin_score	6.31205	2UUY_rec	2UUY_lig	swarm_52	42.0	2.0	
lightdock	luciferin_score	6.08907	2UUY_rec	2UUY_lig	swarm_52	43.0	1.0	
lightdock	luciferin_score	6.00188	2UUY_rec	2UUY_lig	swarm_52	44.0	1.0	
lightdock	luciferin_score	5.90806	2UUY_rec	2UUY_lig	swarm_52	45.0	1.0	
lightdock	luciferin_score	5.47462	2UUY_rec	2UUY_lig	swarm_52	46.0	1.0	
lightdock	luciferin_score	5.00979	2UUY_rec	2UUY_lig	swarm_52	47.0	3.0	
lightdock	luciferin_score	4.85483	2UUY_rec	2UUY_lig	swarm_52	48.0	1.0	
lightdock	luciferin_score	4.85268	2UUY_rec	2UUY_lig	swarm_52	49.0	2.0	
lightdock	luciferin_score	3.78453	2UUY_rec	2UUY_lig	swarm_52	50.0	3.0	
lightdock	luciferin_score	3.75265	2UUY_rec	2UUY_lig	swarm_52	51.0	4.0	
lightdock	luciferin_score	3.25241	2UUY_rec	2UUY_lig	swarm_52	52.0	6.0	
lightdock	luciferin_score	0.49536	2UUY_rec	2UUY_lig	swarm_52	53.0	2.0	
lightdock	luciferin_score	-0.20961	2UUY_rec	2UUY_lig	swarm_52	54.0	7.0	
lightdock	luciferin_score	-1.23304	2UUY_rec	2UUY_lig	swarm_52	55.0	4.0	
lightdock	luciferin_score	-1.30006	2UUY_rec	2UUY_lig	swarm_52	56.0	1.0	
lightdock	luciferin_score	-3.6974	2UUY_rec	2UUY_lig	swarm_52	57.0	2.0	
lightdock	luciferin_score	-7.91945	2UUY_rec	2UUY_lig	swarm_52	58.0	1.0	
lightdock	luciferin_score	-8.6643	2UUY_rec	2UUY_lig	swarm_52	59.0	2.0	
lightdock	luciferin_score	-9.19281	2UUY_rec	2UUY_lig	swarm_52	60.0	1.0	
lightdock	luciferin_score	-14.40123	2UUY_rec	2UUY_lig	swarm_52	61.0	5.0	
lightdock	luciferin_score	-21.18807	2UUY_rec	2UUY_lig	swarm_52	62.0	1.0	
lightdock	luciferin_score	-22.20006	2UUY_rec	2UUY_lig	swarm_52	63.0	1.0	
lightdock	luciferin_score	-26.35188	2UUY_rec	2UUY_lig	swarm_52	64.0	1.0	
lightdock	luciferin_score	-27.74463	2UUY_rec	2UUY_lig	swarm_52	65.0	1.0	
lightdock	luciferin_score	-39.97932	2UUY_rec	2UUY_lig	swarm_52	66.0	1.0	
lightdock	luciferin_score	-52.24779	2UUY_rec	2UUY_lig	swarm_52	67.0	1.0	
lightdock	luciferin_score	15.77	2UUY_rec	2UUY_lig	swarm_53	0.0	9.0	
lightdock	luciferin_score	14.73872	2UUY_rec	2UUY_lig	swarm_53	1.0	4.0	
lightdock	luciferin_score	14.3091	2UUY_rec	2UUY_lig	swarm_53	2.0	6.0	
lightdock	luciferin_score	14.16774	2UUY_rec	2UUY_lig	swarm_53	3.0	18.0	
lightdock	luciferin_score	13.46378	2UUY_rec	2UUY_lig	swarm_53	4.0	10.0	
lightdock	luciferin_score	13.35041	2UUY_rec	2UUY_lig	swarm_53	5.0	4.0	
lightdock	luciferin_score	12.80579	2UUY_rec	2UUY_lig	swarm_53	6.0	2.0	
lightdock	luciferin_score	12.64391	2UUY_rec	2UUY_lig	swarm_53	7.0	1.0	
lightdock	luciferin_score	12.3986	2UUY_rec	2UUY_lig	swarm_53	8.0	1.0	
lightdock	luciferin_score	12.39814	2UUY_rec	2UUY_lig	swarm_53	9.0	5.0	
lightdock	luciferin_score	12.32459	2UUY_rec	2UUY_lig	swarm_53	10.0	4.0	
lightdock	luciferin_score	11.76605	2UUY_rec	2UUY_lig	swarm_53	11.0	1.0	
lightdock	luciferin_score	11.61446	2UUY_rec	2UUY_lig	swarm_53	12.0	3.0	
lightdock	luciferin_score	11.33726	2UUY_rec	2UUY_lig	swarm_53	13.0	1.0	
lightdock	luciferin_score	11.11737	2UUY_rec	2UUY_lig	swarm_53	14.0	3.0	
lightdock	luciferin_score	10.56517	2UUY_rec	2UUY_lig	swarm_53	15.0	2.0	
lightdock	luciferin_score	10.48989	2UUY_rec	2UUY_lig	swarm_53	16.0	3.0	
lightdock	luciferin_score	10.34098	2UUY_rec	2UUY_lig	swarm_53	17.0	1.0	
lightdock	luciferin_score	10.20276	2UUY_rec	2UUY_lig	swarm_53	18.0	5.0	
lightdock	luciferin_score	10.14595	2UUY_rec	2UUY_lig	swarm_53	19.0	3.0	
lightdock	luciferin_score	9.98765	2UUY_rec	2UUY_lig	swarm_53	20.0	3.0	
lightdock	luciferin_score	9.70538	2UUY_rec	2UUY_lig	swarm_53	21.0	2.0	
lightdock	luciferin_score	9.69205	2UUY_rec	2UUY_lig	swarm_53	22.0	13.0	
lightdock	luciferin_score	9.56988	2UUY_rec	2UUY_lig	swarm_53	23.0	1.0	
lightdock	luciferin_score	9.53708	2UUY_rec	2UUY_lig	swarm_53	24.0	1.0	
lightdock	luciferin_score	9.46141	2UUY_rec	2UUY_lig	swarm_53	25.0	1.0	
lightdock	luciferin_score	9.4162	2UUY_rec	2UUY_lig	swarm_53	26.0	1.0	
lightdock	luciferin_score	8.48747	2UUY_rec	2UUY_lig	swarm_53	27.0	1.0	
lightdock	luciferin_score	8.47579	2UUY_rec	2UUY_lig	swarm_53	28.0	2.0	
lightdock	luciferin_score	8.47064	2UUY_rec	2UUY_lig	swarm_53	29.0	3.0	
lightdock	luciferin_score	8.15611	2UUY_rec	2UUY_lig	swarm_53	30.0	1.0	
lightdock	luciferin_score	6.07505	2UUY_rec	2UUY_lig	swarm_53	31.0	3.0	
lightdock	luciferin_score	5.92877	2UUY_rec	2UUY_lig	swarm_53	32.0	1.0	
lightdock	luciferin_score	5.86691	2UUY_rec	2UUY_lig	swarm_53	33.0	4.0	
lightdock	luciferin_score	5.19562	2UUY_rec	2UUY_lig	swarm_53	34.0	1.0	
lightdock	luciferin_score	3.49142	2UUY_rec	2UUY_lig	swarm_53	35.0	1.0	
lightdock	luciferin_score	2.0531	2UUY_rec	2UUY_lig	swarm_53	36.0	1.0	
lightdock	luciferin_score	-0.24628	2UUY_rec	2UUY_lig	swarm_53	37.0	7.0	
lightdock	luciferin_score	-1.19738	2UUY_rec	2UUY_lig	swarm_53	38.0	1.0	
lightdock	luciferin_score	-1.80743	2UUY_rec	2UUY_lig	swarm_53	39.0	1.0	
lightdock	luciferin_score	-1.96493	2UUY_rec	2UUY_lig	swarm_53	40.0	1.0	
lightdock	luciferin_score	-2.1279	2UUY_rec	2UUY_lig	swarm_53	41.0	1.0	
lightdock	luciferin_score	-3.39835	2UUY_rec	2UUY_lig	swarm_53	42.0	1.0	
lightdock	luciferin_score	-3.90352	2UUY_rec	2UUY_lig	swarm_53	43.0	1.0	
lightdock	luciferin_score	-4.1476	2UUY_rec	2UUY_lig	swarm_53	44.0	3.0	
lightdock	luciferin_score	-5.3486	2UUY_rec	2UUY_lig	swarm_53	45.0	4.0	
lightdock	luciferin_score	-6.1798	2UUY_rec	2UUY_lig	swarm_53	46.0	2.0	
lightdock	luciferin_score	-6.9662	2UUY_rec	2UUY_lig	swarm_53	47.0	7.0	
lightdock	luciferin_score	-7.24943	2UUY_rec	2UUY_lig	swarm_53	48.0	1.0	
lightdock	luciferin_score	-7.45217	2UUY_rec	2UUY_lig	swarm_53	49.0	2.0	
lightdock	luciferin_score	-8.4463	2UUY_rec	2UUY_lig	swarm_53	50.0	1.0	
lightdock	luciferin_score	-8.50717	2UUY_rec	2UUY_lig	swarm_53	51.0	3.0	
lightdock	luciferin_score	-10.64883	2UUY_rec	2UUY_lig	swarm_53	52.0	1.0	
lightdock	luciferin_score	-11.92878	2UUY_rec	2UUY_lig	swarm_53	53.0	2.0	
lightdock	luciferin_score	-13.32284	2UUY_rec	2UUY_lig	swarm_53	54.0	1.0	
lightdock	luciferin_score	-14.75427	2UUY_rec	2UUY_lig	swarm_53	55.0	1.0	
lightdock	luciferin_score	-15.93622	2UUY_rec	2UUY_lig	swarm_53	56.0	2.0	
lightdock	luciferin_score	-17.2279	2UUY_rec	2UUY_lig	swarm_53	57.0	2.0	
lightdock	luciferin_score	-17.65169	2UUY_rec	2UUY_lig	swarm_53	58.0	2.0	
lightdock	luciferin_score	-18.31554	2UUY_rec	2UUY_lig	swarm_53	59.0	1.0	
lightdock	luciferin_score	-21.2409	2UUY_rec	2UUY_lig	swarm_53	60.0	1.0	
lightdock	luciferin_score	-21.97204	2UUY_rec	2UUY_lig	swarm_53	61.0	2.0	
lightdock	luciferin_score	-23.63626	2UUY_rec	2UUY_lig	swarm_53	62.0	7.0	
lightdock	luciferin_score	-23.99676	2UUY_rec	2UUY_lig	swarm_53	63.0	1.0	
lightdock	luciferin_score	-25.78575	2UUY_rec	2UUY_lig	swarm_53	64.0	2.0	
lightdock	luciferin_score	-27.91123	2UUY_rec	2UUY_lig	swarm_53	65.0	3.0	
lightdock	luciferin_score	-31.5959	2UUY_rec	2UUY_lig	swarm_53	66.0	2.0	
lightdock	luciferin_score	-36.09613	2UUY_rec	2UUY_lig	swarm_53	67.0	1.0	
lightdock	luciferin_score	-43.60824	2UUY_rec	2UUY_lig	swarm_53	68.0	1.0	
lightdock	luciferin_score	-45.15717	2UUY_rec	2UUY_lig	swarm_53	69.0	1.0	
lightdock	luciferin_score	-49.74973	2UUY_rec	2UUY_lig	swarm_53	70.0	1.0	
lightdock	luciferin_score	-53.05859	2UUY_rec	2UUY_lig	swarm_53	71.0	1.0	
lightdock	luciferin_score	-53.44292	2UUY_rec	2UUY_lig	swarm_53	72.0	1.0	
lightdock	luciferin_score	-57.14092	2UUY_rec	2UUY_lig	swarm_53	73.0	1.0	
lightdock	luciferin_score	-72.63285	2UUY_rec	2UUY_lig	swarm_53	74.0	1.0	
lightdock	luciferin_score	13.87328	2UUY_rec	2UUY_lig	swarm_54	0.0	4.0	
lightdock	luciferin_score	12.85754	2UUY_rec	2UUY_lig	swarm_54	1.0	7.0	
lightdock	luciferin_score	12.65273	2UUY_rec	2UUY_lig	swarm_54	2.0	6.0	
lightdock	luciferin_score	12.59324	2UUY_rec	2UUY_lig	swarm_54	3.0	12.0	
lightdock	luciferin_score	12.35825	2UUY_rec	2UUY_lig	swarm_54	4.0	7.0	
lightdock	luciferin_score	12.04373	2UUY_rec	2UUY_lig	swarm_54	5.0	6.0	
lightdock	luciferin_score	11.90695	2UUY_rec	2UUY_lig	swarm_54	6.0	3.0	
lightdock	luciferin_score	11.54511	2UUY_rec	2UUY_lig	swarm_54	7.0	1.0	
lightdock	luciferin_score	11.09603	2UUY_rec	2UUY_lig	swarm_54	8.0	6.0	
lightdock	luciferin_score	10.71788	2UUY_rec	2UUY_lig	swarm_54	9.0	3.0	
lightdock	luciferin_score	10.50125	2UUY_rec	2UUY_lig	swarm_54	10.0	3.0	
lightdock	luciferin_score	10.42742	2UUY_rec	2UUY_lig	swarm_54	11.0	5.0	
lightdock	luciferin_score	10.15968	2UUY_rec	2UUY_lig	swarm_54	12.0	3.0	
lightdock	luciferin_score	10.10073	2UUY_rec	2UUY_lig	swarm_54	13.0	6.0	
lightdock	luciferin_score	9.86752	2UUY_rec	2UUY_lig	swarm_54	14.0	4.0	
lightdock	luciferin_score	9.78437	2UUY_rec	2UUY_lig	swarm_54	15.0	6.0	
lightdock	luciferin_score	9.69741	2UUY_rec	2UUY_lig	swarm_54	16.0	1.0	
lightdock	luciferin_score	9.69164	2UUY_rec	2UUY_lig	swarm_54	17.0	5.0	
lightdock	luciferin_score	9.53036	2UUY_rec	2UUY_lig	swarm_54	18.0	2.0	
lightdock	luciferin_score	9.33874	2UUY_rec	2UUY_lig	swarm_54	19.0	3.0	
lightdock	luciferin_score	9.17979	2UUY_rec	2UUY_lig	swarm_54	20.0	5.0	
lightdock	luciferin_score	8.98613	2UUY_rec	2UUY_lig	swarm_54	21.0	1.0	
lightdock	luciferin_score	8.81678	2UUY_rec	2UUY_lig	swarm_54	22.0	2.0	
lightdock	luciferin_score	8.72209	2UUY_rec	2UUY_lig	swarm_54	23.0	1.0	
lightdock	luciferin_score	8.59249	2UUY_rec	2UUY_lig	swarm_54	24.0	4.0	
lightdock	luciferin_score	8.55418	2UUY_rec	2UUY_lig	swarm_54	25.0	2.0	
lightdock	luciferin_score	8.48327	2UUY_rec	2UUY_lig	swarm_54	26.0	4.0	
lightdock	luciferin_score	8.48266	2UUY_rec	2UUY_lig	swarm_54	27.0	1.0	
lightdock	luciferin_score	8.25171	2UUY_rec	2UUY_lig	swarm_54	28.0	8.0	
lightdock	luciferin_score	8.11424	2UUY_rec	2UUY_lig	swarm_54	29.0	1.0	
lightdock	luciferin_score	8.01725	2UUY_rec	2UUY_lig	swarm_54	30.0	2.0	
lightdock	luciferin_score	7.62268	2UUY_rec	2UUY_lig	swarm_54	31.0	1.0	
lightdock	luciferin_score	7.52782	2UUY_rec	2UUY_lig	swarm_54	32.0	1.0	
lightdock	luciferin_score	7.52495	2UUY_rec	2UUY_lig	swarm_54	33.0	4.0	
lightdock	luciferin_score	7.12056	2UUY_rec	2UUY_lig	swarm_54	34.0	1.0	
lightdock	luciferin_score	7.02375	2UUY_rec	2UUY_lig	swarm_54	35.0	1.0	
lightdock	luciferin_score	6.82312	2UUY_rec	2UUY_lig	swarm_54	36.0	1.0	
lightdock	luciferin_score	6.80888	2UUY_rec	2UUY_lig	swarm_54	37.0	1.0	
lightdock	luciferin_score	6.51188	2UUY_rec	2UUY_lig	swarm_54	38.0	1.0	
lightdock	luciferin_score	6.40499	2UUY_rec	2UUY_lig	swarm_54	39.0	1.0	
lightdock	luciferin_score	6.3704	2UUY_rec	2UUY_lig	swarm_54	40.0	1.0	
lightdock	luciferin_score	6.3116	2UUY_rec	2UUY_lig	swarm_54	41.0	1.0	
lightdock	luciferin_score	6.05153	2UUY_rec	2UUY_lig	swarm_54	42.0	1.0	
lightdock	luciferin_score	5.50743	2UUY_rec	2UUY_lig	swarm_54	43.0	2.0	
lightdock	luciferin_score	4.83274	2UUY_rec	2UUY_lig	swarm_54	44.0	1.0	
lightdock	luciferin_score	4.34444	2UUY_rec	2UUY_lig	swarm_54	45.0	2.0	
lightdock	luciferin_score	4.31415	2UUY_rec	2UUY_lig	swarm_54	46.0	4.0	
lightdock	luciferin_score	3.10549	2UUY_rec	2UUY_lig	swarm_54	47.0	1.0	
lightdock	luciferin_score	2.50225	2UUY_rec	2UUY_lig	swarm_54	48.0	2.0	
lightdock	luciferin_score	2.4775	2UUY_rec	2UUY_lig	swarm_54	49.0	2.0	
lightdock	luciferin_score	0.37627	2UUY_rec	2UUY_lig	swarm_54	50.0	3.0	
lightdock	luciferin_score	0.0091	2UUY_rec	2UUY_lig	swarm_54	51.0	1.0	
lightdock	luciferin_score	-3.36706	2UUY_rec	2UUY_lig	swarm_54	52.0	5.0	
lightdock	luciferin_score	-3.67543	2UUY_rec	2UUY_lig	swarm_54	53.0	1.0	
lightdock	luciferin_score	-7.12828	2UUY_rec	2UUY_lig	swarm_54	54.0	2.0	
lightdock	luciferin_score	-7.8563	2UUY_rec	2UUY_lig	swarm_54	55.0	2.0	
lightdock	luciferin_score	-10.83864	2UUY_rec	2UUY_lig	swarm_54	56.0	2.0	
lightdock	luciferin_score	-11.6864	2UUY_rec	2UUY_lig	swarm_54	57.0	1.0	
lightdock	luciferin_score	-12.79832	2UUY_rec	2UUY_lig	swarm_54	58.0	2.0	
lightdock	luciferin_score	-14.78121	2UUY_rec	2UUY_lig	swarm_54	59.0	3.0	
lightdock	luciferin_score	-16.56097	2UUY_rec	2UUY_lig	swarm_54	60.0	4.0	
lightdock	luciferin_score	-19.1756	2UUY_rec	2UUY_lig	swarm_54	61.0	1.0	
lightdock	luciferin_score	-19.25319	2UUY_rec	2UUY_lig	swarm_54	62.0	2.0	
lightdock	luciferin_score	-19.88931	2UUY_rec	2UUY_lig	swarm_54	63.0	2.0	
lightdock	luciferin_score	-21.32257	2UUY_rec	2UUY_lig	swarm_54	64.0	2.0	
lightdock	luciferin_score	-28.42223	2UUY_rec	2UUY_lig	swarm_54	65.0	5.0	
lightdock	luciferin_score	-32.89718	2UUY_rec	2UUY_lig	swarm_54	66.0	1.0	
lightdock	luciferin_score	-42.93398	2UUY_rec	2UUY_lig	swarm_54	67.0	2.0	
lightdock	luciferin_score	-44.83613	2UUY_rec	2UUY_lig	swarm_54	68.0	3.0	
lightdock	luciferin_score	-55.88749	2UUY_rec	2UUY_lig	swarm_54	69.0	2.0	
lightdock	luciferin_score	-70.36117	2UUY_rec	2UUY_lig	swarm_54	70.0	1.0	
lightdock	luciferin_score	19.25483	2UUY_rec	2UUY_lig	swarm_55	0.0	3.0	
lightdock	luciferin_score	19.20672	2UUY_rec	2UUY_lig	swarm_55	1.0	3.0	
lightdock	luciferin_score	15.71999	2UUY_rec	2UUY_lig	swarm_55	2.0	6.0	
lightdock	luciferin_score	13.26863	2UUY_rec	2UUY_lig	swarm_55	3.0	5.0	
lightdock	luciferin_score	13.11546	2UUY_rec	2UUY_lig	swarm_55	4.0	14.0	
lightdock	luciferin_score	12.81892	2UUY_rec	2UUY_lig	swarm_55	5.0	10.0	
lightdock	luciferin_score	12.53957	2UUY_rec	2UUY_lig	swarm_55	6.0	7.0	
lightdock	luciferin_score	12.42441	2UUY_rec	2UUY_lig	swarm_55	7.0	19.0	
lightdock	luciferin_score	12.36522	2UUY_rec	2UUY_lig	swarm_55	8.0	3.0	
lightdock	luciferin_score	12.18207	2UUY_rec	2UUY_lig	swarm_55	9.0	7.0	
lightdock	luciferin_score	12.18098	2UUY_rec	2UUY_lig	swarm_55	10.0	5.0	
lightdock	luciferin_score	12.17789	2UUY_rec	2UUY_lig	swarm_55	11.0	2.0	
lightdock	luciferin_score	11.911	2UUY_rec	2UUY_lig	swarm_55	12.0	2.0	
lightdock	luciferin_score	11.89918	2UUY_rec	2UUY_lig	swarm_55	13.0	5.0	
lightdock	luciferin_score	10.89967	2UUY_rec	2UUY_lig	swarm_55	14.0	2.0	
lightdock	luciferin_score	10.54367	2UUY_rec	2UUY_lig	swarm_55	15.0	1.0	
lightdock	luciferin_score	10.38032	2UUY_rec	2UUY_lig	swarm_55	16.0	2.0	
lightdock	luciferin_score	10.20632	2UUY_rec	2UUY_lig	swarm_55	17.0	2.0	
lightdock	luciferin_score	10.17376	2UUY_rec	2UUY_lig	swarm_55	18.0	6.0	
lightdock	luciferin_score	10.16089	2UUY_rec	2UUY_lig	swarm_55	19.0	6.0	
lightdock	luciferin_score	9.4806	2UUY_rec	2UUY_lig	swarm_55	20.0	2.0	
